id,summary,tags
44d681105bcab063dfa0c80ce9cf96393677f9cc, A Connecticut juvenile court judge denies a motion to let Cassandra C. go home . The 17-year-old is in remission after nearly six months of forced chemo treatments . She was diagnosed with Hodgkin lymphoma in September and doctors gave her an 85% chance of survival .,"connecticut, juvenile, court, judge, denies, motion, let, cassandra"
a43893ac704663476a285673392de84c0c17d4e5," ""Uptown Funk!"" is the longest-leading Billboard Hot 100 of the 2010s, ruling the chart for a 13th week . It's just the 10th single in the Hot 100's entire history to spend at least 13 weeks at No. 1 . ""Funk!"" passes Robin Thicke's ""Blurred Lines","funk, hot, uptown, longest, leading, billboard, 100, 2010s"
f7c2eb465479b965669b81535234e24735915ebf, The temperature was recorded at Argentina's Esperanza Base on the northern tip of the Antarctica Peninsula . The World Meteorological Organization is in the process of setting up an international ad-hoc committee of about 10 blue-ribbon climatologists and meteorologists . The committee will examine the equipment used to measure the temperature .,"temperature, committee, recorded, argentina's, esperanza, base, northern, tip"
e8c90d557031700caa1afb66dfc85358ef719108," Indiana's new Religious Freedom Restoration Act faces a firestorm from critics who say it uses faith as a pretext to discriminate against gay people . Such state laws have been growing ever since the federal law became law in 1993 . So far, 20 states have some version of the religious liberty law, and the legal controversies have grown, too","law, religious, indiana's, new, freedom, restoration, act, faces"
c71b08cede3b6edb662a2f2c95f8b543fa65e405,"Robert Lewis Burns Jr. was the original drummer in Southern rock band Lynyrd Skynyrd . He died after his car hit a mailbox and a tree in Cartersville, Georgia . No other cars were involved in the crash, which occurred shortly before midnight .","robert, lewis, burns, original, drummer, southern, rock, band"
f9f5d81bc74d6cf6d713d6fa6be4a30427b46e68, Kim Ki-Jong has also been charged with assaulting a foreign envoy and business obstruction . Lippert was stabbed March 5 during an event organized by the Korean Council for Reconciliation and Cooperation . He suffered a gash from his right cheekbone to his lower jaw that required 80 stitches .,"his, kim, jong, also, been, charged, assaulting, foreign"
32a7125a655a052b3ea62350a8e02f0245cc220e," Rurik Jutting, 29, is charged with two counts of murder in Hong Kong . A court hearing to determine whether there was enough evidence to proceed to trial was adjourned until May . The victims' bodies were buried after being repatriated to Indonesia in November .","rurik, jutting, charged, two, counts, murder, hong, kong"
38a207accfb31afc694f16531d23d2cda79ac85d," Thai Smile, a subsidiary of Thailand flag carrier Thai Airways, unveiled colorful new livery on Thursday . The inaugural flight takes place on April 4, heading from Bangkok to Phuket . The interior of the plane also has an Adventure Time theme, with overhead bins, head rests and even air sickness bags covered in the faces of","thai, smile, subsidiary, thailand, flag, carrier, airways, unveiled"
9bea5cbe9a0184eec4086a08452066dead185173," Manning is serving a 35-year prison sentence for leaking thousands of classified documents . The former Army intelligence analyst was convicted of stealing and disseminating 750,000 pages of documents and videos to WikiLeaks . She was sentenced in 2013, and in August of that year, she said she wanted to transition to a female .","year, documents, manning, serving, prison, sentence, leaking, thousands"
a2ee2faeb2dc4e5eab43b1d14233c4ac658f0a8f,"President Obama tied himself to the mast of a nuclear deal with Iran even before he became the Democratic candidate for president . Frida Ghitis: The process has unfolded under the destructive influence of political considerations, weakening America's hand and strengthening Iran . She says Obama has a huge political stake in these negotiations; few believe he has a credible Plan B .","president, obama, iran, political, tied, himself, mast, nuclear"
fd0e8622b9ee38d1d6fff2fff59f0566f1a2f8f7," ""Furious 7"" is getting the widest release in Universal's history . It will be playing in 4,003 theaters by Good Friday . It's the largest opening in North America since fall 2013 . It has booked more than 10,500 screens in 63 territories, although it won't open in China, Japan and Russia until","furious, getting, widest, release, universal's, history, playing, 003"
6302a6cf8564e4bb4753e2dc3dae328f13edae50," Deion Sanders Jr. is a wide receiver at Southern Methodist University, an aspiring entrepreneur and occasional rapper . His Twitter timeline is a mix of biblical verses, motivational quotes and references to sports, cars, school and Balenciaga shoes . He has gone on record with his love for ""hood doughnuts,"" or confect","his, deion, sanders, wide, receiver, southern, methodist, university"
